
>>> [1/63] EAR | toxigen | seed=42
>>> Command: python3 src_script/train/train_baseline_ear.py --dataset toxigen --seed 42 --lambda_ear 0.1 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 04:04:36 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] EAR_toxigen_seed42_0315_0404
[Data] Train: 7168 | Val: 896 | Test: 896
[Model] EAR | lambda_ear=0.1

Epoch 1/6

[Train]:   0%|          | 0/448 [00:00<?, ?it/s]
[Train]:   6%|▋         | 28/448 [00:03<00:39, 10.64it/s, ce=0.7178, ear=-1.9255, loss=0.5252]
[Train]:   6%|▋         | 28/448 [00:03<00:39, 10.64it/s, ce=0.7183, ear=-1.9270, loss=0.5256]
[Train]:   7%|▋         | 30/448 [00:03<00:38, 10.72it/s, ce=0.7183, ear=-1.9270, loss=0.5256]
[Train]:   7%|▋         | 30/448 [00:03<00:38, 10.72it/s, ce=0.7229, ear=-1.9257, loss=0.5304]
[Train]:   7%|▋         | 30/448 [00:03<00:38, 10.72it/s, ce=0.7214, ear=-1.9280, loss=0.5286]
[Train]:   7%|▋         | 32/448 [00:03<00:38, 10.79it/s, ce=0.7214, ear=-1.9280, loss=0.5286]
[Train]:   7%|▋         | 32/448 [00:03<00:38, 10.79it/s, ce=0.7209, ear=-1.9313, loss=0.5278]
[Train]:   7%|▋         | 32/448 [00:03<00:38, 10.79it/s, ce=0.7244, ear=-1.9303, loss=0.5314]
[Train]:   8%|▊         | 34/448 [00:03<00:38, 10.68it/s, ce=0.7244, ear=-1.9303, loss=0.5314]
[Train]:   8%|▊         | 34/448 [00:04<00:38, 10.68it/s, ce=0.7254, ear=-1.9355, loss=0.5319]
[Train]:   8%|▊         | 34/448 [00:04<00:38, 10.68it/s, ce=0.7235, ear=-1.9329, loss=0.5302]
[Train]:   8%|▊         | 36/448 [00:04<00:38, 10.62it/s, ce=0.7235, ear=-1.9329, loss=0.5302]
[Train]:   8%|▊         | 36/448 [00:04<00:38, 10.62it/s, ce=0.7238, ear=-1.9327, loss=0.5305]
[Train]:   8%|▊         | 36/448 [00:04<00:38, 10.62it/s, ce=0.7218, ear=-1.9385, loss=0.5280]
[Train]:   8%|▊         | 38/448 [00:04<00:38, 10.69it/s, ce=0.7218, ear=-1.9385, loss=0.5280]
[Train]:   8%|▊         | 38/448 [00:04<00:38, 10.69it/s, ce=0.7228, ear=-1.9381, loss=0.5290]
[Train]:   8%|▊         | 38/448 [00:04<00:38, 10.69it/s, ce=0.7213, ear=-1.9406, loss=0.5272]
[Train]:   9%|▉         | 40/448 [00:04<00:37, 10.75it/s, ce=0.7213, ear=-1.9406, loss=0.5272]
[Train]:   9%|▉         | 40/448 [00:04<00:37, 10.75it/s, ce=0.7236, ear=-1.9455, loss=0.5291]
[Train]:   9%|▉         | 40/448 [00:04<00:37, 10.75it/s, ce=0.7243, ear=-1.9478, loss=0.5295]
[Train]:   9%|▉         | 42/448 [00:04<00:37, 10.81it/s, ce=0.7243, ear=-1.9478, loss=0.5295]
[Train]:   9%|▉         | 42/448 [00:04<00:37, 10.81it/s, ce=0.7249, ear=-1.9478, loss=0.5302]
[Train]:   9%|▉         | 42/448 [00:04<00:37, 10.81it/s, ce=0.7261, ear=-1.9485, loss=0.5312]
[Train]:  10%|▉         | 44/448 [00:04<00:37, 10.82it/s, ce=0.7261, ear=-1.9485, loss=0.5312]
[Train]:  10%|▉         | 44/448 [00:04<00:37, 10.82it/s, ce=0.7259, ear=-1.9500, loss=0.5309]
[Train]:  10%|▉         | 44/448 [00:05<00:37, 10.82it/s, ce=0.7253, ear=-1.9491, loss=0.5304]
[Train]:  10%|█         | 46/448 [00:05<00:37, 10.63it/s, ce=0.7253, ear=-1.9491, loss=0.5304]
[Train]:  10%|█         | 46/448 [00:05<00:37, 10.63it/s, ce=0.7272, ear=-1.9524, loss=0.5320]
[Train]:  10%|█         | 46/448 [00:05<00:37, 10.63it/s, ce=0.7295, ear=-1.9542, loss=0.5341]
[Train]:  11%|█         | 48/448 [00:05<00:37, 10.67it/s, ce=0.7295, ear=-1.9542, loss=0.5341]
[Train]:  11%|█         | 48/448 [00:05<00:37, 10.67it/s, ce=0.7298, ear=-1.9534, loss=0.5344]
[Train]:  11%|█         | 48/448 [00:05<00:37, 10.67it/s, ce=0.7280, ear=-1.9540, loss=0.5326]
[Train]:  11%|█         | 50/448 [00:05<00:37, 10.74it/s, ce=0.7280, ear=-1.9540, loss=0.5326]
[Train]:  11%|█         | 50/448 [00:05<00:37, 10.74it/s, ce=0.7273, ear=-1.9546, loss=0.5319]
[Train]:  11%|█         | 50/448 [00:05<00:37, 10.74it/s, ce=0.7276, ear=-1.9543, loss=0.5322]
[Train]:  12%|█▏        | 52/448 [00:05<00:36, 10.82it/s, ce=0.7276, ear=-1.9543, loss=0.5322]
[Train]:  12%|█▏        | 52/448 [00:05<00:36, 10.82it/s, ce=0.7269, ear=-1.9571, loss=0.5311]
[Train]:  12%|█▏        | 52/448 [00:05<00:36, 10.82it/s, ce=0.7241, ear=-1.9587, loss=0.5282]
[Train]:  12%|█▏        | 54/448 [00:05<00:36, 10.84it/s, ce=0.7241, ear=-1.9587, loss=0.5282]
[Train]:  12%|█▏        | 54/448 [00:05<00:36, 10.84it/s, ce=0.7237, ear=-1.9614, loss=0.5276]
[Train]:  12%|█▏        | 54/448 [00:06<00:36, 10.84it/s, ce=0.7234, ear=-1.9642, loss=0.5269]
[Train]:  12%|█▎        | 56/448 [00:06<00:36, 10.69it/s, ce=0.7234, ear=-1.9642, loss=0.5269]
[Train]:  12%|█▎        | 56/448 [00:06<00:36, 10.69it/s, ce=0.7223, ear=-1.9653, loss=0.5258]
[Train]:  12%|█▎        | 56/448 [00:06<00:36, 10.69it/s, ce=0.7217, ear=-1.9683, loss=0.5248]
[Train]:  13%|█▎        | 58/448 [00:06<00:36, 10.67it/s, ce=0.7217, ear=-1.9683, loss=0.5248]
[Train]:  13%|█▎        | 58/448 [00:06<00:36, 10.67it/s, ce=0.7226, ear=-1.9720, loss=0.5254]
[Train]:  13%|█▎        | 58/448 [00:06<00:36, 10.67it/s, ce=0.7225, ear=-1.9717, loss=0.5254]
[Train]:  13%|█▎        | 60/448 [00:06<00:36, 10.75it/s, ce=0.7225, ear=-1.9717, loss=0.5254]
[Train]:  13%|█▎        | 60/448 [00:06<00:36, 10.75it/s, ce=0.7221, ear=-1.9747, loss=0.5247]
[Train]:  13%|█▎        | 60/448 [00:06<00:36, 10.75it/s, ce=0.7223, ear=-1.9790, loss=0.5244]
[Train]:  14%|█▍        | 62/448 [00:06<00:35, 10.82it/s, ce=0.7223, ear=-1.9790, loss=0.5244]
[Train]:  14%|█▍        | 62/448 [00:06<00:35, 10.82it/s, ce=0.7220, ear=-1.9833, loss=0.5236]
[Train]:  14%|█▍        | 62/448 [00:06<00:35, 10.82it/s, ce=0.7215, ear=-1.9856, loss=0.5229]
[Train]:  14%|█▍        | 64/448 [00:06<00:35, 10.85it/s, ce=0.7215, ear=-1.9856, loss=0.5229]
[Train]:  14%|█▍        | 64/448 [00:06<00:35, 10.85it/s, ce=0.7207, ear=-1.9874, loss=0.5220]
[Train]:  14%|█▍        | 64/448 [00:06<00:35, 10.85it/s, ce=0.7191, ear=-1.9892, loss=0.5202]
[Train]:  15%|█▍        | 66/448 [00:06<00:35, 10.83it/s, ce=0.7191, ear=-1.9892, loss=0.5202]
[Train]:  15%|█▍        | 66/448 [00:07<00:35, 10.83it/s, ce=0.7196, ear=-1.9905, loss=0.5206]
[Train]:  15%|█▍        | 66/448 [00:07<00:35, 10.83it/s, ce=0.7186, ear=-1.9959, loss=0.5191]
[Train]:  15%|█▌        | 68/448 [00:07<00:35, 10.76it/s, ce=0.7186, ear=-1.9959, loss=0.5191]
[Train]:  15%|█▌        | 68/448 [00:07<00:35, 10.76it/s, ce=0.7177, ear=-1.9989, loss=0.5179]
[Train]:  15%|█▌        | 68/448 [00:07<00:35, 10.76it/s, ce=0.7178, ear=-2.0026, loss=0.5175]
[Train]:  16%|█▌        | 70/448 [00:07<00:35, 10.65it/s, ce=0.7178, ear=-2.0026, loss=0.5175]
[Train]:  16%|█▌        | 70/448 [00:07<00:35, 10.65it/s, ce=0.7173, ear=-2.0069, loss=0.5166]
[Train]:  16%|█▌        | 70/448 [00:07<00:35, 10.65it/s, ce=0.7178, ear=-2.0096, loss=0.5168]
[Train]:  16%|█▌        | 72/448 [00:07<00:35, 10.63it/s, ce=0.7178, ear=-2.0096, loss=0.5168]
[Train]:  16%|█▌        | 72/448 [00:07<00:35, 10.63it/s, ce=0.7174, ear=-2.0128, loss=0.5162]
[Train]:  16%|█▌        | 72/448 [00:07<00:35, 10.63it/s, ce=0.7167, ear=-2.0162, loss=0.5151]
[Train]:  17%|█▋        | 74/448 [00:07<00:35, 10.68it/s, ce=0.7167, ear=-2.0162, loss=0.5151]
[Train]:  17%|█▋        | 74/448 [00:07<00:35, 10.68it/s, ce=0.7168, ear=-2.0175, loss=0.5151]
[Train]:  17%|█▋        | 74/448 [00:07<00:35, 10.68it/s, ce=0.7169, ear=-2.0180, loss=0.5151]
[Train]:  17%|█▋        | 76/448 [00:07<00:34, 10.68it/s, ce=0.7169, ear=-2.0180, loss=0.5151]
[Train]:  17%|█▋        | 76/448 [00:07<00:34, 10.68it/s, ce=0.7183, ear=-2.0190, loss=0.5164]
[Train]:  17%|█▋        | 76/448 [00:08<00:34, 10.68it/s, ce=0.7177, ear=-2.0213, loss=0.5156]
[Train]:  17%|█▋        | 78/448 [00:08<00:35, 10.44it/s, ce=0.7177, ear=-2.0213, loss=0.5156]
[Train]:  17%|█▋        | 78/448 [00:08<00:35, 10.44it/s, ce=0.7174, ear=-2.0249, loss=0.5149]
[Train]:  17%|█▋        | 78/448 [00:08<00:35, 10.44it/s, ce=0.7173, ear=-2.0292, loss=0.5144]
[Train]:  18%|█▊        | 80/448 [00:08<00:35, 10.47it/s, ce=0.7173, ear=-2.0292, loss=0.5144]
[Train]:  18%|█▊        | 80/448 [00:08<00:35, 10.47it/s, ce=0.7178, ear=-2.0306, loss=0.5147]
[Train]:  18%|█▊        | 80/448 [00:08<00:35, 10.47it/s, ce=0.7162, ear=-2.0302, loss=0.5132]
[Train]:  18%|█▊        | 82/448 [00:08<00:34, 10.55it/s, ce=0.7162, ear=-2.0302, loss=0.5132]
[Train]:  18%|█▊        | 82/448 [00:08<00:34, 10.55it/s, ce=0.7160, ear=-2.0321, loss=0.5128]
[Train]:  18%|█▊        | 82/448 [00:08<00:34, 10.55it/s, ce=0.7152, ear=-2.0351, loss=0.5117]
[Train]:  19%|█▉        | 84/448 [00:08<00:34, 10.62it/s, ce=0.7152, ear=-2.0351, loss=0.5117]
[Train]:  19%|█▉        | 84/448 [00:08<00:34, 10.62it/s, ce=0.7158, ear=-2.0400, loss=0.5118]
[Train]:  19%|█▉        | 84/448 [00:08<00:34, 10.62it/s, ce=0.7153, ear=-2.0440, loss=0.5109]
[Train]:  19%|█▉        | 86/448 [00:08<00:33, 10.71it/s, ce=0.7153, ear=-2.0440, loss=0.5109]
[Train]:  19%|█▉        | 86/448 [00:08<00:33, 10.71it/s, ce=0.7159, ear=-2.0454, loss=0.5113]
[Train]:  19%|█▉        | 86/448 [00:09<00:33, 10.71it/s, ce=0.7149, ear=-2.0480, loss=0.5101]
[Train]:  20%|█▉        | 88/448 [00:09<00:34, 10.56it/s, ce=0.7149, ear=-2.0480, loss=0.5101]
[Train]:  20%|█▉        | 88/448 [00:09<00:34, 10.56it/s, ce=0.7148, ear=-2.0533, loss=0.5094]
[Train]:  20%|█▉        | 88/448 [00:09<00:34, 10.56it/s, ce=0.7146, ear=-2.0564, loss=0.5090]
[Train]:  20%|██        | 90/448 [00:09<00:33, 10.70it/s, ce=0.7146, ear=-2.0564, loss=0.5090]
[Train]:  20%|██        | 90/448 [00:09<00:33, 10.70it/s, ce=0.7145, ear=-2.0601, loss=0.5085]
[Train]:  20%|██        | 90/448 [00:09<00:33, 10.70it/s, ce=0.7144, ear=-2.0662, loss=0.5078]
[Train]:  21%|██        | 92/448 [00:09<00:32, 10.81it/s, ce=0.7144, ear=-2.0662, loss=0.5078]
[Train]:  21%|██        | 92/448 [00:09<00:32, 10.81it/s, ce=0.7150, ear=-2.0714, loss=0.5078]
[Train]:  21%|██        | 92/448 [00:09<00:32, 10.81it/s, ce=0.7150, ear=-2.0761, loss=0.5074]
[Train]:  21%|██        | 94/448 [00:09<00:32, 10.81it/s, ce=0.7150, ear=-2.0761, loss=0.5074]
[Train]:  21%|██        | 94/448 [00:09<00:32, 10.81it/s, ce=0.7152, ear=-2.0792, loss=0.5073]
[Train]:  21%|██        | 94/448 [00:09<00:32, 10.81it/s, ce=0.7152, ear=-2.0790, loss=0.5073]
[Train]:  21%|██▏       | 96/448 [00:09<00:32, 10.77it/s, ce=0.7152, ear=-2.0790, loss=0.5073]
[Train]:  21%|██▏       | 96/448 [00:09<00:32, 10.77it/s, ce=0.7148, ear=-2.0816, loss=0.5066]
[Train]:  21%|██▏       | 96/448 [00:09<00:32, 10.77it/s, ce=0.7144, ear=-2.0844, loss=0.5060]
[Train]:  22%|██▏       | 98/448 [00:09<00:32, 10.80it/s, ce=0.7144, ear=-2.0844, loss=0.5060]
[Train]:  22%|██▏       | 98/448 [00:10<00:32, 10.80it/s, ce=0.7141, ear=-2.0873, loss=0.5054]
[Train]:  22%|██▏       | 98/448 [00:10<00:32, 10.80it/s, ce=0.7141, ear=-2.0909, loss=0.5050]
[Train]:  22%|██▏       | 100/448 [00:10<00:32, 10.81it/s, ce=0.7141, ear=-2.0909, loss=0.5050]
[Train]:  22%|██▏       | 100/448 [00:10<00:32, 10.81it/s, ce=0.7136, ear=-2.0931, loss=0.5043]
[Train]:  22%|██▏       | 100/448 [00:10<00:32, 10.81it/s, ce=0.7133, ear=-2.0973, loss=0.5036]
[Train]:  23%|██▎       | 102/448 [00:10<00:31, 10.89it/s, ce=0.7133, ear=-2.0973, loss=0.5036]
[Train]:  23%|██▎       | 102/448 [00:10<00:31, 10.89it/s, ce=0.7131, ear=-2.1023, loss=0.5029]
[Train]:  23%|██▎       | 102/448 [00:10<00:31, 10.89it/s, ce=0.7134, ear=-2.1050, loss=0.5029]
[Train]:  23%|██▎       | 104/448 [00:10<00:31, 10.98it/s, ce=0.7134, ear=-2.1050, loss=0.5029]
[Train]:  23%|██▎       | 104/448 [00:10<00:31, 10.98it/s, ce=0.7130, ear=-2.1079, loss=0.5022]
[Train]:  23%|██▎       | 104/448 [00:10<00:31, 10.98it/s, ce=0.7132, ear=-2.1121, loss=0.5020]
[Train]:  24%|██▎       | 106/448 [00:10<00:30, 11.04it/s, ce=0.7132, ear=-2.1121, loss=0.5020]
[Train]:  24%|██▎       | 106/448 [00:10<00:30, 11.04it/s, ce=0.7135, ear=-2.1168, loss=0.5018]
[Train]:  24%|██▎       | 106/448 [00:10<00:30, 11.04it/s, ce=0.7140, ear=-2.1225, loss=0.5018]
[Train]:  24%|██▍       | 108/448 [00:10<00:30, 10.97it/s, ce=0.7140, ear=-2.1225, loss=0.5018]
[Train]:  24%|██▍       | 108/448 [00:10<00:30, 10.97it/s, ce=0.7134, ear=-2.1272, loss=0.5007]
[Train]:  24%|██▍       | 108/448 [00:11<00:30, 10.97it/s, ce=0.7132, ear=-2.1303, loss=0.5001]
[Train]:  25%|██▍       | 110/448 [00:11<00:33, 10.04it/s, ce=0.7132, ear=-2.1303, loss=0.5001]
[Train]:  25%|██▍       | 110/448 [00:11<00:33, 10.04it/s, ce=0.7134, ear=-2.1335, loss=0.5001]
[Train]:  25%|██▍       | 110/448 [00:11<00:33, 10.04it/s, ce=0.7131, ear=-2.1384, loss=0.4993]
[Train]:  25%|██▌       | 112/448 [00:11<00:34,  9.70it/s, ce=0.7131, ear=-2.1384, loss=0.4993]
[Train]:  25%|██▌       | 112/448 [00:11<00:34,  9.70it/s, ce=0.7135, ear=-2.1417, loss=0.4993]
[Train]:  25%|██▌       | 112/448 [00:11<00:34,  9.70it/s, ce=0.7133, ear=-2.1454, loss=0.4988]
[Train]:  25%|██▌       | 114/448 [00:11<00:33,  9.83it/s, ce=0.7133, ear=-2.1454, loss=0.4988]
[Train]:  25%|██▌       | 114/448 [00:11<00:33,  9.83it/s, ce=0.7136, ear=-2.1486, loss=0.4988]
[Train]:  25%|██▌       | 114/448 [00:11<00:33,  9.83it/s, ce=0.7134, ear=-2.1537, loss=0.4980]
[Train]:  26%|██▌       | 116/448 [00:11<00:33,  9.88it/s, ce=0.7134, ear=-2.1537, loss=0.4980]
[Train]:  26%|██▌       | 116/448 [00:11<00:33,  9.88it/s, ce=0.7130, ear=-2.1581, loss=0.4972]
[Train]:  26%|██▌       | 116/448 [00:11<00:33,  9.88it/s, ce=0.7127, ear=-2.1610, loss=0.4966]
[Train]:  26%|██▋       | 118/448 [00:11<00:33,  9.79it/s, ce=0.7127, ear=-2.1610, loss=0.4966]
[Train]:  26%|██▋       | 118/448 [00:12<00:33,  9.79it/s, ce=0.7124, ear=-2.1645, loss=0.4959]
[Train]:  26%|██▋       | 118/448 [00:12<00:33,  9.79it/s, ce=0.7124, ear=-2.1680, loss=0.4956]
[Train]:  27%|██▋       | 120/448 [00:12<00:33,  9.77it/s, ce=0.7124, ear=-2.1680, loss=0.4956]
[Train]:  27%|██▋       | 120/448 [00:12<00:33,  9.77it/s, ce=0.7125, ear=-2.1716, loss=0.4953]
[Train]:  27%|██▋       | 120/448 [00:12<00:33,  9.77it/s, ce=0.7121, ear=-2.1759, loss=0.4945]
[Train]:  27%|██▋       | 122/448 [00:12<00:33,  9.84it/s, ce=0.7121, ear=-2.1759, loss=0.4945]
[Train]:  27%|██▋       | 122/448 [00:12<00:33,  9.84it/s, ce=0.7117, ear=-2.1797, loss=0.4937]
[Train]:  27%|██▋       | 122/448 [00:12<00:33,  9.84it/s, ce=0.7114, ear=-2.1824, loss=0.4932]
[Train]:  28%|██▊       | 124/448 [00:12<00:32,  9.88it/s, ce=0.7114, ear=-2.1824, loss=0.4932]
[Train]:  28%|██▊       | 124/448 [00:12<00:32,  9.88it/s, ce=0.7115, ear=-2.1863, loss=0.4929]
[Train]:  28%|██▊       | 124/448 [00:12<00:32,  9.88it/s, ce=0.7121, ear=-2.1875, loss=0.4933]
[Train]:  28%|██▊       | 126/448 [00:12<00:32,  9.89it/s, ce=0.7121, ear=-2.1875, loss=0.4933]
[Train]:  28%|██▊       | 126/448 [00:12<00:32,  9.89it/s, ce=0.7119, ear=-2.1907, loss=0.4928]
[Train]:  28%|██▊       | 126/448 [00:12<00:32,  9.89it/s, ce=0.7118, ear=-2.1959, loss=0.4922]
[Train]:  29%|██▊       | 128/448 [00:12<00:32,  9.72it/s, ce=0.7118, ear=-2.1959, loss=0.4922]
[Train]:  29%|██▊       | 128/448 [00:13<00:32,  9.72it/s, ce=0.7116, ear=-2.2001, loss=0.4916]
[Train]:  29%|██▊       | 128/448 [00:13<00:32,  9.72it/s, ce=0.7116, ear=-2.2046, loss=0.4912]
[Train]:  29%|██▉       | 130/448 [00:13<00:32,  9.75it/s, ce=0.7116, ear=-2.2046, loss=0.4912]
[Train]:  29%|██▉       | 130/448 [00:13<00:32,  9.75it/s, ce=0.7114, ear=-2.2091, loss=0.4905]
[Train]:  29%|██▉       | 130/448 [00:13<00:32,  9.75it/s, ce=0.7113, ear=-2.2126, loss=0.4900]
[Train]:  29%|██▉       | 132/448 [00:13<00:32,  9.78it/s, ce=0.7113, ear=-2.2126, loss=0.4900]
[Train]:  29%|██▉       | 132/448 [00:13<00:32,  9.78it/s, ce=0.7113, ear=-2.2159, loss=0.4897]
[Train]:  29%|██▉       | 132/448 [00:13<00:32,  9.78it/s, ce=0.7106, ear=-2.2201, loss=0.4886]
[Train]:  30%|██▉       | 134/448 [00:13<00:31,  9.84it/s, ce=0.7106, ear=-2.2201, loss=0.4886]
[Train]:  30%|██▉       | 134/448 [00:13<00:31,  9.84it/s, ce=0.7108, ear=-2.2240, loss=0.4884]
